Fecha;J;Tmax;Tmin;Rhmax;Rhmin;Uz;Rs;lluvia;Peff;ETo;fc;lluvia_esperada_0_24h;lluvia_esperada_24_48h
9/4/14;99;25,94;9,48;96;24,08;2,43;21,92;0;0;4,92;0,0386;1,4;0
10/4/14;100;27,68;8,01;89,2;17,78;1,83;23,15;0;0;4,97;0,04;0;0
11/4/14;101;26,88;11,02;73,8;18,51;2,28;20,38;0;0;5,17;0,0415;0;0
12/4/14;102;22,26;9,62;90,4;37,71;3,15;21,71;0;0;4,43;0,043;0;0
13/4/14;103;23,32;5,73;94,5;27,23;1,57;25,55;0;0;4,34;0,0446;0;0
14/4/14;104;24,14;7,67;76,5;23,81;2,36;23,94;0;0;4,97;0,0463;0,3;0
15/4/14;105;26,28;5,46;84,2;20,06;1,62;26,01;0;0;4,9;0,0481;0;0,3
16/4/14;106;26,61;8,6;80,6;18,18;1,72;26,19;0;0;5,13;0,0499;0;0,3
17/4/14;107;26,95;8,55;84,1;22;2,19;24,27;0;0;5,31;0,0518;0;0
18/4/14;108;27,28;5,66;88;11,6;2,85;27,56;0;0;6,29;0,0538;0;3,2
19/4/14;109;24,54;8,01;81,9;40,38;3,71;19,32;0;0;4,79;0,0558;0;4,1
20/4/14;110;17,98;7,67;87,6;32,08;4,5;20,28;0,2;0;4,35;0,0578;6,5;0
21/4/14;111;15,91;7,94;92,9;52,96;3,64;13,52;2,41;0;2,78;0,0599;0;0
22/4/14;112;18,85;5,8;94;36,57;4,19;22,05;0;0;4,27;0,062;0;0
23/4/14;113;20,39;3,05;92,5;30,46;2,43;22,87;0;0;4,2;0,0642;3,2;0
24/4/14;114;20,93;3,93;91,5;30,13;3,73;20,65;0,2;0;4,61;0,0664;0;0
25/4/14;115;16,37;4,52;85,7;23,89;5,86;26,76;0;0;5,01;0,0686;1,5;0
26/4/14;116;20,73;5,66;81,1;42,41;5,37;23,59;0;0;4,89;0,0708;0;0
27/4/14;117;20,06;8,27;86,1;17,45;4,39;26,23;0;0;5,63;0,0731;0;0
28/4/14;118;23,86;5,66;83,4;25,96;2,98;27,23;0;0;5,53;0,0754;0;0
29/4/14;119;24,93;5,06;87,5;17,98;2,97;26,29;0;0;5,81;0,0778;0;0
30/4/14;120;25,54;5,46;86,5;22,34;2,41;28,62;0;0;5,69;0,0802;0;0
1/5/14;121;26,34;9,68;70,6;20,46;2,26;28,55;0;0;5,94;0,0828;0;0
2/5/14;122;23,93;6;79,2;13,28;3,13;28,88;0;0;6,18;0,0854;1;0
3/5/14;123;23,93;1,65;78,7;18,38;1,93;29,62;0;0;5,34;0,0883;0,9;0
4/5/14;124;26,21;2,79;68,07;6,98;1,6;30,12;0;0;5,62;0,0913;0;0
5/5/14;125;28,29;6,26;81,5;12,41;2,13;28,44;0;0;6,2;0,0944;0;0
6/5/14;126;30,3;7;75,9;15,76;1,85;27,83;0;0;6,14;0,0978;0;0
7/5/14;127;27,28;7,34;81,8;22,67;1,41;15,55;0;0;4,02;0,1012;0;0
8/5/14;128;29,5;12,63;79,7;21,2;2,92;24,31;0;0;6,55;0,1049;0;0
9/5/14;129;29,23;12,16;68,13;15,7;2,13;26,17;0;0;6,26;0,1086;0;0
10/5/14;130;31,7;9,81;58,32;19,92;1,45;26,41;0;0;5,79;0,1125;0;0
11/5/14;131;29,9;12,83;67,86;14,56;2,68;27,24;0;0;6,96;0,1164;0;0
12/5/14;132;30,83;12,09;86,7;10,73;3,36;28,79;0;0;7,89;0,1205;0;0
13/5/14;133;26,61;10,75;88;15,5;2,73;26,44;0;0;6,21;0,1246;1;0,8
14/5/14;134;24,6;7,54;78,1;28,04;2,74;28,21;0;0;5,75;0,1288;0;0
15/5/14;135;25,47;6,53;91,1;21,2;2,53;27,05;0;0;5,73;0,1331;0;0,2
16/5/14;136;24,6;8,82;83,2;20,73;2,81;30,11;0;0;6,14;0,1374;0;0
17/5/14;137;23,67;6,4;81,2;16,37;2,82;30,4;0;0;6,11;0,1417;0,9;0
18/5/14;138;24;6,47;70,7;19,32;1,52;21,88;0;0;4,57;0,1461;0;0
19/5/14;139;26,41;6,94;72;13,68;2,35;24,43;0;0;5,85;0,1505;0,2;0
20/5/14;140;23,73;11,02;85;24,89;2,15;21,7;0;0;4,83;0,1548;7,5;0
