Fecha;J;Tmax;Tmin;Rhmax;Rhmin;Uz;Rs;lluvia;Peff;ETo;fc;lluvia_esperada_0_24h;lluvia_esperada_24_48h
9/4/02;99;16,73;3,9;92,4;33,6;1,42;15;0;0;2,68;0.0386;4,2;8,6
10/4/02;100;16,46;2,83;94,6;43,26;2,56;17,71;8,8;4,77;3,02;0.04;12,9;5,2
11/4/02;101;8,92;4,56;95,1;79,1;2,82;5,68;16,8;10,24;1,11;0.0415;10;0
12/4/02;102;7,58;3,96;94,7;87,5;3,85;5,46;7,8;4,01;0,91;0.043;0;0
13/4/02;103;14,33;5,56;90,5;45,81;3,46;23,55;0;0;3,4;0.0446;0;0
14/4/02;104;15,26;4,03;84;37,02;2,37;19,93;0;0;3,27;0.0463;0;0
15/4/02;105;12,73;3,16;87,1;42,13;1,68;13,03;0;0;2,3;0.0481;0;0
16/4/02;106;15,46;2,15;88,5;27,56;2,13;25,63;0;0;3,73;0.0499;0;0
17/4/02;107;17,74;0,48;93,1;28,77;1,81;24,62;0;0;3,74;0.0518;0;0,7
18/4/02;108;19,08;3,16;88,2;29,04;1,64;21,98;0;0;3,68;0.0538;0;0
19/4/02;109;20,35;5,83;91,6;28,23;1,77;22,21;0;0;3,91;0.0558;0;0
20/4/02;110;22,82;4,23;93,1;24,81;2,11;25,68;0;0;4,7;0.0578;0;0
21/4/02;111;22,75;5,3;87;23,13;2,72;26,79;0;0;5,18;0.0599;0;0
22/4/02;112;20,48;4,37;91,9;23,4;1,6;26,74;0;0;4,31;0.062;0;0
23/4/02;113;23,15;5,17;81,3;21,45;1,29;26,25;0;0;4,44;0.0642;0;0
24/4/02;114;24,15;8,52;72,5;20,85;1,64;24,05;0;0;4,71;0.0664;0;1,1
25/4/02;115;26,7;7,11;82,4;20,11;1,54;27,04;0;0;5,13;0.0686;0;0
26/4/02;116;27,57;8,05;80,6;14,08;2,29;25,07;0;0;5,82;0.0708;0;0
27/4/02;117;27,24;7,71;79,4;23,46;2,46;24,34;0;0;5,63;0.0731;0;1,5
28/4/02;118;25,83;8,31;91,1;27,69;3,14;22,38;0;0;5,42;0.0754;0;0
29/4/02;119;24,96;5,76;84,7;24,4;2,51;27,4;0;0;5,52;0.0778;0;0
30/4/02;120;25,29;9,59;90,1;32,18;2,66;23,7;0;0;5,13;0.0802;0;0
1/5/02;121;21,89;7,64;89,2;23;3,59;22,8;0;0;5,21;0.0828;0;0
2/5/02;122;15,54;4,83;82;25,56;4,55;21,03;0;0;4,34;0.0854;0;0
3/5/02;123;15,47;2,83;86,3;26,09;4,87;21,23;0;0;4,3;0.0883;0;3,9
4/5/02;124;16,87;0,08;80,2;19,85;3,61;28,51;0;0;4,87;0.0913;0;0
5/5/02;125;17,47;1,01;92,6;28,3;2,14;14,74;0,2;0;3,22;0.0944;0;11
6/5/02;126;8,52;5,56;94;80,5;3,87;6,09;3;0,17;1,18;0.0978;20,2;25,3
7/5/02;127;7,84;5,3;95;80,9;2,87;3,2;31,8;19,42;0,92;0.1012;14,6;4,4
8/5/02;128;9,98;5,96;95,4;79,3;3,8;6,66;18,6;11,4;1,27;0.1049;0;4,6
9/5/02;129;13,73;7,78;93,7;76,1;4,57;10,61;1,8;0;1,86;0.1086;0;16,4
10/5/02;130;16,67;8,45;94,7;50,3;3,82;19,18;2,6;0;3,41;0.1125;4;0
11/5/02;131;13,73;6,03;95;62,38;3,63;12,26;3;0,17;2,26;0.1164;1,5;0
12/5/02;132;18,81;2,96;95,5;37,02;1,95;28,56;0,2;0;4,32;0.1205;0;0
13/5/02;133;23,43;4,1;94,3;28,29;2,54;29,21;0;0;5,38;0.1246;0;0
14/5/02;134;24,96;6,57;93,3;28,42;1,44;29,22;0;0;5,13;0.1288;0;0
15/5/02;135;26,77;11,2;85,2;26,55;3,16;25,41;0;0;6,1;0.1331;0;0
16/5/02;136;27,64;9,92;83,3;30,23;3,85;26,19;0;0;6,54;0.1374;0;0
17/5/02;137;23,7;9,32;77,8;26,15;4,16;24,03;0;0;6;0.1417;0,3;0,2
18/5/02;138;21,42;6,64;88;28,77;3,53;29,44;0;0;5,54;0.1461;0;0
19/5/02;139;24,96;5,36;85;22,79;1,33;30,34;0;0;5,26;0.1505;0;0,8
20/5/02;140;25,96;8,65;70,5;14,48;2,01;29,86;0;0;6,06;0.1548;0;0
21/5/02;141;27,1;8,18;80,5;22,86;2,16;24,02;0;0;5,53;0.1592;0;0
22/5/02;142;20,42;10,45;73,6;29,44;4,38;17,36;0;0;4,98;0.1635;0;0
23/5/02;143;17,41;6,5;81,9;28,5;4,71;26,34;0;0;5,04;0.1679;0,7;0
24/5/02;144;24,96;4,3;80,9;29,37;3,58;29,93;0;0;6,25;0.1721;0;0
25/5/02;145;24,82;8,05;83,3;21,59;2,98;29,63;0;0;6,22;0.1763;0;0
26/5/02;146;23,02;5,24;85,1;21,59;3,46;28,76;0;0;5,99;0.1805;1,1;1
27/5/02;147;19,75;7,91;67,09;21,19;3,13;29,85;0;0;5,69;0.1845;0;0
28/5/02;148;25,29;4,43;70;22,12;1,35;28,56;0;0;5,2;0.1885;0;0
29/5/02;149;28,51;9,59;86,7;19,31;2,67;29,7;0;0;6,76;0.1924;0;0
30/5/02;150;25,69;8,72;87,6;26,82;3,21;22,42;0;0;5,65;0.1961;0;0
31/5/02;151;24,23;11,32;70,2;32,99;3,83;21,35;0;0;5,67;0.1998;0;0
1/6/02;152;28,51;10,25;68,7;24;2,87;28,65;0;0;6,82;0.2034;0;0,3
2/6/02;153;32,38;12,66;57,82;20,64;2,5;28,88;0;0;7,45;0.207;0,2;0
3/6/02;154;30,24;12,59;63,1;28,49;1,33;23,54;0;0;5,28;0.2105;0,6;0
4/6/02;155;19,55;12,12;74,1;36,28;4,96;16,08;0;0;4,73;0.2139;0;10
