Fecha;J;Tmax;Tmin;Rhmax;Rhmin;Uz;Rs;lluvia;Peff;ETo;fc;lluvia_esperada_0_24h;lluvia_esperada_24_48h
9/4/04;100;11,65;1,89;91,4;38,1;2,89;19,39;8,4;4,47;2,85;0.0386;0;0
10/4/04;101;9,66;-0,18;93,5;41,81;2,59;15,72;1,2;0;2,3;0.04;0;0
11/4/04;102;10,39;-1,46;92,9;37,77;1,86;17,31;0;0;2,39;0.0415;0;0
12/4/04;103;13,13;-0,92;91,7;37,7;3,26;20,28;0;0;3,1;0.043;0;0
13/4/04;104;14,47;-1,59;88,2;30,92;1,56;25,82;0;0;3,34;0.0446;0,3;12,6
14/4/04;105;14,47;0,62;86,7;34,48;3,42;25,44;0;0;3,74;0.0463;10,7;26,2
15/4/04;106;13,93;3,3;91,9;51,05;5,28;20,31;8,2;4,33;3,13;0.0481;12,2;0
16/4/04;107;11;7,04;92,9;75,1;5,02;8,09;17,8;10,89;1,56;0.0499;0;2,4
17/4/04;108;13,33;5,78;91,7;40,11;4,43;22,19;0;0;3,48;0.0518;4,7;0
18/4/04;109;9,45;3,56;90,4;65,9;7,28;9,29;1;0;1,86;0.0538;0;0
19/4/04;110;11,86;2,62;89,9;45,35;5,81;19,22;0;0;3,1;0.0558;0;0
20/4/04;111;16,15;4,24;92,5;56,15;3,54;19,7;0;0;3,06;0.0578;0;7,3
21/4/04;112;22,03;3,16;93,8;34,4;1,7;26,02;0;0;4,28;0.0599;0;0
22/4/04;113;14,27;3,23;89,4;44,61;5,18;20,93;1;0;3,5;0.062;1,5;0
23/4/04;114;19,82;1,89;90,8;33,46;1,77;26,46;0;0;4,12;0.0642;0;0
24/4/04;115;22,03;5,18;82,9;27,36;1,36;27,39;0;0;4,44;0.0664;0;0
25/4/04;116;25,11;4,97;89,8;25,34;2,1;27,8;0;0;5,24;0.0686;0;0
26/4/04;117;24,38;7,72;76,7;26,96;2,42;27,55;0;0;5,42;0.0708;0;9,5
27/4/04;118;23,1;6,12;79,7;25,01;3,16;26,92;0;0;5,54;0.0731;10,7;0
