Fecha;J;Tmax;Tmin;Rhmax;Rhmin;Uz;Rs;lluvia;Peff;ETo;fc;lluvia_esperada_0_24h;lluvia_esperada_24_48h
8/4/23;98;25,75;2,26;99,7;11,07;1,84;25,79;0;0;4,96;0.0386;1,4;0
9/4/23;99;26,35;4,33;100;13,42;1,47;23,96;0;0;4,55;0.04;0;0
10/4/23;100;26,82;6,15;73,6;10,8;1,8;23,08;0;0;5,01;0.0415;0;0
11/4/23;101;27,49;4,94;75,2;10,47;1,74;25,52;0;0;5,2;0.043;0;0
12/4/23;102;23,48;9,15;66,74;21,27;3,74;23,83;0;0;5,84;0.0446;0;0
13/4/23;103;17,59;6,54;65,54;15,24;2,81;25,38;0;0;4,71;0.0463;0,3;0
14/4/23;104;20,53;2,59;61,8;30,26;3,39;22,84;0;0;4,76;0.0481;0;0,3
15/4/23;105;22,47;3,59;97,5;24,09;3;25,96;0;0;5;0.0499;0;0,3
16/4/23;106;22,47;3,53;83;15,03;1,24;26,81;0;0;4,3;0.0518;0;0
17/4/23;107;22,73;3,46;58,24;16,44;2,02;26,9;0;0;5,01;0.0538;0;0
18/4/23;108;21,67;5,81;92,8;21,54;3,57;26,67;0;0;5,34;0.0558;0;0
19/4/23;109;20,93;6,68;100;27,51;3,01;22,27;0;0;4,45;0.0578;0;0
20/4/23;110;26,68;3,8;66,83;14,62;1,28;26,49;0;0;4,82;0.0599;1,8;7,9
21/4/23;111;27,02;7,47;89,2;19,32;1,64;22,18;0,98;0;4,74;0.062;0;0
22/4/23;112;18,98;7,88;100;48,53;1,55;16,81;1,37;0;2,94;0.0642;0;0
23/4/23;113;24,01;4,6;98,1;20,33;1,86;26,98;0;0;4,91;0.0664;0;1,1
24/4/23;114;26,15;7,07;78,1;16,71;1,22;26,41;0;0;4,77;0.0686;0;0
25/4/23;115;28,02;8,95;64,13;15,97;1,77;26,05;0;0;5,55;0.0708;0;0
26/4/23;116;29,5;8,35;63,17;13,89;1,64;27,53;0;0;5,76;0.0731;0;1,5
27/4/23;117;31,91;8,88;87,3;13,42;1,17;24,27;0;0;5,15;0.0754;0;0
28/4/23;118;32,92;13,98;71,5;14,42;1,79;18,95;0;0;5,57;0.0778;0;0
29/4/23;119;27,77;12,04;68,69;21,54;1,96;17,97;0;0;4,89;0.0802;0;0
30/4/23;120;26,61;8,48;83,4;20,19;1,39;23,18;0;0;4,7;0.0828;0;0
