Fecha,J,Tmin,Tmax,Uz,Rs,lluvia,fc,pe_prevista_0_24h,pe_prevista_24_48h,ETo,ETc,Pe,Ks,RAW,DND,De_end,RSWC,fase,prioridad,pct_dnd,decision,plan_pulsos,deuda_mm,dias_sin_riego,riego_neto_programado_mm,riego_bruto_programado_mm,riego_neto_aplicado_mm,riego_bruto_aplicado_mm,perdidas_sistema_mm,eficiencia_riego
,129,6.15,24.08,1.03,29.54,0.0,0.1086,0.0,0.0,4.669704684959307,2.5131041070055296,0.0,1.0,41.32118126016277,2.5131041070055296,4.3028564024583655,0.8874293284589115,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.94, ""horas_por_pulso"": 3.27, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.03}",0.0007276264661646437,0,5.88,6.53,0.0,0.0,0.0,0.9
,130,5.47,25.56,1.27,27.76,0.0,0.1125,0.0,0.0,4.762458030368501,2.5879731133365342,0.0,1.0,40.950167878526,2.5879731133365342,1.189353422056409,0.8412885985057922,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.682910150134912,1,0.0,0.0,5.88,6.53,0.65,0.9
,131,9.03,27.97,2.07,29.25,0.0,0.1164,0.0,0.0,5.812707026392623,3.306565334150646,0.0,1.0,36.74917189442951,3.306565334150646,2.6641255422888137,0.9794321190260485,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.8321776173328317,2,0.0,0.0,0.0,0.0,0.0,0.9
,132,7.75,27.04,2.24,19.07,0.0,0.1205,0.0,0.0,4.781105174196513,2.7215340002696182,0.0,1.0,40.87557930321395,2.7215340002696182,3.8761571931337904,0.9191538934807241,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.8, ""horas_por_pulso"": 3.11, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.72}",0.0011747175080838446,0,5.6,6.22,0.0,0.0,0.0,0.9
,133,11.17,28.63,1.48,26.7,0.0,0.1246,0.0,0.0,5.245169281661889,2.847473660271706,0.0,1.0,39.01932287335244,2.847473660271706,1.3052039508225945,0.869554649267145,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.8520325966846929,1,0.0,0.0,5.6,6.22,0.62,0.9
,134,10.43,28.58,1.43,25.47,0.0,0.1288,0.0,0.0,5.036151133615235,2.715114429010472,0.0,1.0,39.85539546553906,2.715114429010472,2.5538377935262364,0.9875030461278126,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.6168569755414994,2,0.0,0.0,0.0,0.0,0.0,0.9
,135,11.37,21.01,2.48,28.06,0.59,0.1331,0.0,0.0,4.881828350747376,2.7027341050938376,0.0,1.0,40.4726865970105,2.7027341050938376,3.18461344593414,0.9377166297569667,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.69, ""horas_por_pulso"": 2.99, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.47}",0.0,0,5.38,5.98,0.0,0.0,0.0,0.9
,136,7.62,19.87,1.62,27.9,0.0,0.1374,0.0,0.0,4.5455908781124394,2.509759660136818,0.0,1.0,41.817636487550246,2.509759660136818,1.1342541439313663,0.901603074341894,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.6313437790889318,1,0.0,0.0,5.38,5.98,0.6,0.9
,137,4.4,19.33,1.76,26.87,0.0,0.1417,0.0,0.0,4.284525979744474,2.2748452715688963,0.0,1.0,42.8618960810221,2.2748452715688963,2.1870081970616084,0.9993863510089198,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.1099932056087143,2,0.0,0.0,0.0,0.0,0.0,0.9
,138,7.89,22.41,1.71,24.22,0.0,0.1461,0.0,0.0,4.396766202640261,2.2985937992912615,0.0,1.0,42.412935189438954,2.2985937992912615,3.2600770279031464,0.9576222331129673,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.604079175148034,3,0.0,0.0,0.0,0.0,0.0,0.9
,139,4.94,23.68,1.27,30.18,0.0,0.1505,0.0,0.0,4.847610532549447,2.67153713888714,0.0,1.0,40.60955786980222,2.67153713888714,4.464630614132664,0.9153502407490446,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 3.0, ""horas_por_pulso"": 3.33, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.17}",0.0,0,6.0,6.67,0.0,0.0,0.0,0.9
,140,10.29,24.15,1.62,23.8,0.0,0.1548,0.0,0.0,4.571230237297331,2.6576601167736107,0.0,1.0,41.71507905081068,2.6576601167736107,1.1576399629629153,0.8665481902794966,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.727479075902847,1,0.0,0.0,6.0,6.67,0.67,0.9
,141,5.54,22.07,1.26,24.55,0.0,0.1592,0.0,0.0,4.156341830472735,2.2486143476274814,0.0,1.0,43.37463267810906,2.2486143476274814,2.1810200180188675,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.1890784018607103,2,0.0,0.0,0.0,0.0,0.0,0.9
,142,7.22,22.67,1.73,26.43,0.0,0.1635,0.0,0.0,4.698027212414716,2.6574085681371242,0.0,1.0,41.20789115034114,2.6574085681371242,3.355717484828854,0.9588503047637051,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.916393971149841,3,0.0,0.0,0.0,0.0,0.0,0.9
,143,5.74,22.88,1.04,28.13,0.0,0.1679,0.0,0.0,4.4773220783031515,2.4115018489195115,0.0,1.0,42.090711686787394,2.4115018489195115,4.453738647569491,0.9104873753591889,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 3.0, ""horas_por_pulso"": 3.33, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.17}",0.0,0,6.0,6.67,0.0,0.0,0.0,0.9
,144,6.75,27.03,1.85,28.39,0.0,0.1721,0.0,0.0,5.4237245537733765,3.121142656040994,0.0,1.0,38.3051017849065,3.121142656040994,1.3619163352554353,0.8663529161056596,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.028742726426646,1,0.0,0.0,6.0,6.67,0.67,0.9
,145,11.23,27.9,2.0,28.75,0.0,0.1763,0.0,0.0,5.741521806998889,3.4297241613657294,0.0,1.0,37.03391277200445,3.4297241613657294,2.822975310344612,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.258063431314371,2,0.0,0.0,0.0,0.0,0.0,0.9
,146,10.29,30.92,1.47,30.21,0.0,0.1805,0.0,0.0,5.89713652624795,3.501441120257824,0.0,1.0,36.41145389500821,3.501441120257824,4.318442708563057,0.938005712424728,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 3.0, ""horas_por_pulso"": 3.33, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.17}",0.0,0,6.0,6.67,0.0,0.0,0.0,0.9
,147,8.89,31.78,0.82,28.88,0.0,0.1845,0.0,0.0,5.2485893724709705,2.9729992363937336,0.0,1.0,39.005642510116125,2.9729992363937336,1.3057071188627243,0.8746853681275379,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.9324495036559268,1,0.0,0.0,6.0,6.67,0.67,0.9
,148,13.11,31.25,1.53,27.45,0.0,0.1885,0.0,0.0,5.699727704654542,3.3434733183721757,0.0,1.0,37.20108918138184,3.3434733183721757,2.7412807112120188,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.1057071605978415,2,0.0,0.0,0.0,0.0,0.0,0.9
,149,14.12,28.7,1.84,26.57,0.0,0.1924,0.0,0.0,5.481611836804922,3.064150164666717,0.0,1.0,38.073552652780315,3.064150164666717,4.095263570297208,0.9394779751503107,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 3.0, ""horas_por_pulso"": 3.33, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.17}",0.0,0,6.0,6.67,0.0,0.0,0.0,0.9
,150,12.91,33.45,0.91,29.69,0.0,0.1961,0.0,3.4499999999999997,5.691871553185352,3.250568381084979,0.0,1.0,37.2325137872586,3.250568381084979,1.415994921606412,0.8837165962669622,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.1128694477052363,1,0.0,0.0,6.0,6.67,0.67,0.9
,151,12.44,33.99,1.04,28.62,0.0,0.1998,4.3500000000000005,0.0,5.70205751475034,3.274032012529094,0.0,1.0,37.19176994099864,3.274032012529094,2.8360584367231763,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.240990255849147,2,0.0,0.0,0.0,0.0,0.0,0.9
,152,14.46,27.04,2.36,27.62,6.08,0.2034,0.0,0.0,5.549007960607234,3.001044298328195,2.31,1.0,37.80396815757106,0.6910442983281948,1.3497641618767373,0.94062470166832,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.690169049762474,3,0.0,0.0,0.0,0.0,0.0,0.9
,153,13.32,24.15,2.47,24.03,0.0,0.207,0.0,0.0,4.621645502287136,2.373117731829755,0.0,1.0,41.51341799085146,2.373117731829755,2.45177932629799,1.0,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 3.0, ""horas_por_pulso"": 3.33, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.17}",0.0,0,6.0,6.67,0.0,0.0,0.0,0.9
,154,10.56,27.24,1.54,28.86,0.0,0.2105,0.0,0.0,5.3644655675371276,2.969706245729312,0.0,1.0,38.5421377298515,2.969706245729312,1.313747302079969,0.9564025320924001,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.9303090597240529,1,0.0,0.0,6.0,6.67,0.67,0.9
,155,9.89,26.69,1.57,25.55,0.0,0.2139,0.0,0.0,4.904044090841659,2.7305471316930507,0.0,1.0,40.383823636633366,2.7305471316930507,2.5162475037670187,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.7051646953245356,2,0.0,0.0,0.0,0.0,0.0,0.9
,156,10.29,30.18,0.87,27.22,0.0,0.2173,0.0,0.0,5.043048855451232,2.838805925870345,0.0,1.0,39.82780457819508,2.838805925870345,3.756832999567978,0.9503409022843232,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.78, ""horas_por_pulso"": 3.08, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.67}",0.0,0,5.56,6.18,0.0,0.0,0.0,0.9
,157,13.92,32.51,0.82,28.85,0.0,0.2207,0.0,0.0,5.494383262405913,3.088562245885308,0.0,1.0,38.02246695037635,3.088562245885308,1.3496502256476712,0.8987868802785866,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.00756545982545,1,0.0,0.0,5.56,6.18,0.62,0.9
,158,14.19,32.78,1.9,28.14,0.0,0.224,0.0,0.07500000000000007,6.363060581253557,3.874451984709672,0.0,1.0,34.547757674985775,3.874451984709672,2.960880615294823,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.525959249886737,2,0.0,0.0,0.0,0.0,0.0,0.9
,159,16.66,29.78,2.66,25.0,0.0,0.2273,6.675000000000001,0.0,6.264314356685297,3.7592921015710297,0.0,1.0,34.94274257325881,3.7592921015710297,4.5365564481192395,0.9302697824052166,Floracion,0.198,62.9,POSPONER_LLUVIA,null,6.0,3,0.0,0.0,0.0,0.0,0.0,0.9
,160,12.64,29.31,1.3,20.24,8.23,0.2306,0.0,5.550000000000001,4.314284910730618,2.2795309045863106,3.9225000000000003,1.0,42.74286035707753,-1.6429690954136897,1.0326443625251893,0.8625170629186447,Floracion,0.202,61.13,POSPONER_DEUDA,null,5.014218542751786,4,0.0,0.0,0.0,0.0,0.0,0.9
,161,13.38,24.82,1.8,26.04,0.0,0.2339,2.0999999999999996,0.0,4.804367937107752,2.4649608670347956,0.0,1.0,40.782528251569,2.4649608670347956,2.169283052516314,1.0,Floracion,0.206,59.57,REGAR_PARCIAL_NO_CRITICO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.06, ""horas_por_pulso"": 2.28, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 5.07}",1.88,0,4.12,4.58,0.0,0.0,0.0,0.9
,162,12.78,25.49,0.83,17.32,3.92,0.2371,1.6500000000000001,16.125,3.415095723257088,1.6529045473944477,0.69,1.0,46.33961710697165,0.9629045473944478,0.7906854320429723,0.9547771113128124,Floracion,0.21,58.17,POSPONER_DEUDA,null,2.44012157521935,1,0.0,0.0,4.12,4.58,0.46,0.9
,163,13.58,24.49,1.23,21.39,1.37,0.2403,14.549999999999999,6.9750000000000005,4.2082307501702,2.4371807423174823,0.0,1.0,43.16707699931921,2.4371807423174823,1.0401527254635536,1.0,Floracion,0.214,56.87,POSPONER_DEUDA,null,3.826146263375302,2,0.0,0.0,0.0,0.0,0.0,0.9
,164,10.76,16.92,1.24,12.98,20.66,0.2436,0.0,0.0,2.2371498634343583,0.8419907744537131,13.245000000000001,1.0,51.05140054626257,-12.403009225546288,0.47685879253250457,0.9867567499467065,Floracion,0.218,55.62,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,165,9.76,27.03,1.03,29.66,0.2,0.2468,0.0,0.0,5.187060310600917,2.8949973257017594,0.0,1.0,39.251758757596335,2.8949973257017594,1.53852396627253,1.0,Cuajado,0.218,54.38,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,166,10.97,30.7,0.72,30.33,0.0,0.25,0.0,0.0,5.418130958623137,3.073624031848449,0.0,1.0,38.327476165507456,3.073624031848449,2.863514282040742,0.9519523132710644,Cuajado,0.214,53.13,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,167,13.85,29.31,1.48,30.4,0.0,0.2532,0.0,0.0,5.939269639340539,3.651806414955582,0.0,1.0,36.242921442637844,3.651806414955582,4.361772086244694,0.8962742721482128,Cuajado,0.21,51.83,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,168,11.97,29.64,0.87,29.84,0.0,0.2564,0.0,0.0,5.400598476716304,3.28954085896171,0.0,1.0,38.39760609313478,3.28954085896171,5.717814412229026,0.8307082185711643,Cuajado,0.206,50.43,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,169,14.52,31.17,1.18,29.82,0.0,0.2597,0.0,0.0,5.834998595800287,3.4517520434159494,0.0,1.0,36.660005616798855,3.4517520434159494,7.1645829097431095,0.7715969901147198,Cuajado,0.202,48.87,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,170,14.92,31.31,1.74,30.0,0.0,0.2629,0.0,0.0,6.313284169245134,4.042198515979155,0.0,1.0,34.74686332301947,4.042198515979155,8.779845863407521,0.7093870177513009,Cuajado,0.198,47.1,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,171,12.04,25.42,1.06,27.36,0.0,0.2662,0.0,0.0,4.910440454934622,2.8947071507688547,0.0,1.0,40.358238180261516,2.8947071507688547,9.993559847751195,0.6371444133564681,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,172,11.97,23.48,1.5,25.21,0.2,0.2694,0.0,0.0,4.733063276691215,2.7999312975044,0.0,1.0,41.06774689323514,2.7999312975044,10.96405312700109,0.5849706275055,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,173,8.62,27.36,0.83,30.61,0.0,0.2727,0.0,0.0,5.180536805936947,2.9718079570607543,0.0,1.0,39.27785277625222,2.9718079570607543,12.228595095035441,0.5390319103595539,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,174,11.7,31.64,0.85,28.61,0.0,0.276,0.0,0.0,5.368013963421789,3.2161511930480216,0.0,1.0,38.52794414631285,3.2161511930480216,13.560517830853449,0.4853258677480467,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,175,15.52,31.44,1.2,29.76,0.0,0.2794,0.0,0.0,5.908452503123033,3.4177322312663496,0.0,1.0,36.366189987507866,3.4177322312663496,15.004827177960175,0.4566207844680516,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,176,14.99,30.3,1.63,28.55,0.0,0.2827,0.0,0.0,5.862268003373246,3.3899134928823207,0.0,1.0,36.55092798650702,3.3899134928823207,16.436373216365862,0.4415442171625648,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,177,15.32,33.39,1.75,29.23,0.0,0.2861,0.0,0.0,6.360355674744466,3.7779567908570626,0.0,0.9914016599400058,34.55857730102213,3.7779567908570626,17.980376629271372,0.4266097949816662,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,178,15.85,29.64,2.44,22.36,0.0,0.2896,0.0,13.649999999999999,5.235541071690572,2.462042811262206,0.0,1.0,39.057835713237715,2.462042811262206,18.69952660387019,0.4096108300119607,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,179,15.52,28.64,2.17,26.17,0.0,0.293,0.0,0.0,5.769951008513175,2.5028748663709663,0.0,0.9654736537404321,36.9201959659473,2.5028748663709663,19.209083366894223,0.39637225090910444,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,180,13.57,27.9,1.41,17.14,7.31,0.2966,0.0,0.0,3.785043439634841,1.988177836984594,3.2325,1.0,44.85982624146064,-1.244322163015406,12.786443987384418,0.38126401301101026,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,181,13.65,23.81,1.64,18.67,0.0,0.3002,0.0,9.45,3.6390147213889867,1.7657140527470525,0.0,1.0,45.44394111444405,1.7657140527470525,13.614403301783026,0.43554200448736596,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,182,12.91,29.63,0.71,27.96,0.0,0.3039,8.55,0.0,5.107064094820664,2.814835593946633,0.0,0.9793116509365851,39.57174362071735,2.814835593946633,14.836857413627984,0.40304166840021977,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,183,14.98,27.04,0.91,24.1,10.76,0.3076,0.0,0.0,4.57162157569066,2.4902765657826285,5.82,1.0,41.71351369723737,-3.329723434217372,5.160091717428036,0.3608085698858763,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,184,13.52,30.37,1.1,30.35,0.0,0.3115,0.0,0.0,5.730524069072762,3.4254615107259863,0.0,1.0,37.07790372370896,3.4254615107259863,6.567085430893416,0.5627435619764585,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,185,12.71,32.51,0.65,31.15,0.0,0.3155,0.0,0.0,5.504338675618449,3.5813705262456152,0.0,0.9905399017523862,37.982645297526204,3.5813705262456152,7.969064734239991,0.5012290634463948,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,186,15.72,35.47,1.25,30.25,0.0,0.3195,0.0,0.0,6.3404555097265805,3.782194916847239,0.0,0.8850624432294916,34.63817796109368,3.782194916847239,9.568367867015612,0.43744701267656655,Cuajado,0.199,45.0,POSPONER_DEUDA,null,1.7019877125812577,2,0.0,0.0,0.0,0.0,0.0,0.9
,187,16.72,34.12,1.96,29.21,0.0,0.3236,0.0,0.0,6.72283797249303,3.8568238521963716,0.0,0.8082823483635377,33.108648110027886,3.8568238521963716,11.27174083165917,0.3691733955055987,Cuajado,0.33,53.37,POSPONER_DEUDA,null,3.7603746024984614,3,0.0,0.0,0.0,0.0,0.0,0.9
,188,16.32,31.71,1.77,28.54,0.0,0.3278,0.0,0.0,6.1479487596274565,3.3064856643588696,0.0,0.7773475734604763,35.40820496149018,3.3064856643588696,12.798105501964036,0.3101794409519743,Cuajado,0.423,59.39,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.86, ""horas_por_pulso"": 3.18, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.86}",0.004096438561194127,0,5.72,6.36,0.0,0.0,0.0,0.9
,189,16.59,29.7,2.01,24.89,0.0,0.332,0.0,0.0,5.449755808263309,3.2016835186769623,0.0,0.9687880327624088,38.200976766946766,3.2016835186769623,8.409433835078412,0.2969598116733404,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,5.72,6.36,0.64,0.9
,190,17.12,31.71,1.54,27.7,0.0,0.3362,0.0,0.0,5.866260328774406,3.39595651387077,0.0,0.8929084335509646,36.53495868490238,3.39595651387077,9.860530536395125,0.4967386633352593,Cuajado,0.197,45.0,POSPONER_DEUDA,null,1.5281804312418465,2,0.0,0.0,0.0,0.0,0.0,0.9
,191,15.45,34.53,0.77,28.99,0.0,0.3405,0.0,0.0,5.64025779102968,3.2500591875046294,0.0,0.8515287091782183,37.43896883588128,3.2500591875046294,11.267768124021334,0.4353206555871687,Cuajado,0.211,45.0,POSPONER_DEUDA,null,2.99070706561893,3,0.0,0.0,0.0,0.0,0.0,0.9
,192,14.99,34.53,0.81,29.42,0.0,0.3447,0.0,0.0,5.745814389631203,3.0903056911713462,0.0,0.7942182869479908,37.016742441475195,3.0903056911713462,12.680844265918523,0.37639882533530666,Cuajado,0.372,56.14,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.36, ""horas_por_pulso"": 2.63, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 5.75}",0.005604680642523618,0,4.72,5.24,0.0,0.0,0.0,0.9
,193,16.72,36.74,0.99,29.21,0.0,0.349,0.0,0.0,6.0833070116180155,3.5301507733987614,0.0,0.8762524584129845,35.66677195352794,3.5301507733987614,9.469137948848369,0.3197950622977536,Cuajado,0.202,45.0,POSPONER_DEUDA,null,1.5941725286719663,1,0.0,0.0,4.72,5.24,0.52,0.9
,194,18.47,33.65,1.58,30.01,0.0,0.3532,0.0,0.0,6.51124732925054,3.876060006145631,0.0,0.80009095324908,33.955010682997845,3.876060006145631,11.138913917656877,0.4683511800895139,Cuajado,0.354,54.98,POSPONER_DEUDA,null,3.7252303200508337,2,0.0,0.0,0.0,0.0,0.0,0.9
,195,19.14,33.99,2.36,27.37,0.0,0.3574,0.0,0.0,6.8011093358336705,3.911677391752173,0.0,0.7286116868096412,32.795562656665325,3.911677391752173,12.896080207963697,0.3981459063110021,Cuajado,0.5,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 3.0, ""horas_por_pulso"": 3.33, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.17}",0.0,0,6.0,6.67,0.0,0.0,0.0,0.9
,196,14.11,33.45,1.0,29.7,0.0,0.3615,0.0,0.0,5.785557434956182,3.583480286158684,0.0,0.9035832484401922,36.85777026017527,3.583480286158684,8.355921668679928,0.3267401746513112,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,6.0,6.67,0.67,0.9
,197,14.66,32.58,1.44,29.44,0.0,0.3656,0.0,0.0,6.0787305707109764,3.5271968170267147,0.0,0.8313899617378913,35.68507771715609,3.5271968170267147,9.876573530617712,0.5324809138183213,Cuajado,0.264,48.9,POSPONER_DEUDA,null,1.7247992435260635,2,0.0,0.0,0.0,0.0,0.0,0.9
,198,15.92,34.12,1.13,29.09,0.0,0.3696,0.0,0.0,5.928382280572001,3.2482588495741966,0.0,0.78387721802419,36.286470877712,3.2482588495741966,11.341868537556744,0.4685854694182746,Cuajado,0.403,58.14,POSPONER_DEUDA,null,3.6133369386685015,3,0.0,0.0,0.0,0.0,0.0,0.9
,199,18.87,32.38,2.44,27.38,0.0,0.3735,0.0,0.0,6.2709194054724255,3.215991166271826,0.0,0.7174659886398769,34.9163223781103,3.215991166271826,12.877181331404607,0.4092427621189247,Cuajado,0.5,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.85, ""horas_por_pulso"": 3.17, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.84}",0.003731196745188292,0,5.7,6.33,0.0,0.0,0.0,0.9
,200,18.06,36.07,0.79,23.75,0.0,0.3773,0.0,0.0,5.0904767204104004,3.062476438153965,0.0,0.909171641158461,39.638093118358405,3.062476438153965,8.437963310321988,0.34983765948141365,Cuajado,0.194,45.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,5.7,6.33,0.63,0.9
,201,17.93,38.08,0.82,27.85,0.0,0.3809,0.0,0.0,5.7282996252605125,3.4010046855447187,0.0,0.8236245929226454,37.086801498957946,3.4010046855447187,9.883833898254228,0.5513194323628795,Cuajado,0.286,50.42,POSPONER_DEUDA,null,1.7147865624516472,2,0.0,0.0,0.0,0.0,0.0,0.9
,202,16.59,36.47,1.58,28.59,0.0,0.3844,0.0,0.0,6.506916082311576,3.7515241427183814,0.0,0.7332661742798057,33.9723356707537,3.7515241427183814,11.553066215168077,0.48986703512297164,Cuajado,0.5,62.65,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.03, ""horas_por_pulso"": 2.26, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 5.02}",0.005116437864713497,0,4.06,4.51,0.0,0.0,0.0,0.9
,203,17.46,33.18,1.49,29.08,0.0,0.3878,0.0,0.0,6.178834712343515,3.776832063838603,0.0,0.8156386046200822,35.284661150625936,3.776832063838603,9.075276754950684,0.4215080841132983,Cuajado,0.308,47.88,POSPONER_DEUDA,null,1.8134636300306366,1,0.0,0.0,4.06,4.51,0.45,0.9
,204,15.98,34.26,0.98,28.55,0.0,0.391,0.0,0.0,5.696379273305811,3.2257916832547493,0.0,0.7805541609224126,37.21448290677676,3.2257916832547493,10.498292044750828,0.5361455441781684,Cuajado,0.413,52.41,POSPONER_DEUDA,null,3.504101051224451,2,0.0,0.0,0.0,0.0,0.0,0.9
,205,18.53,37.41,0.85,28.35,0.0,0.3941,0.0,0.0,5.837864542448322,3.184805969466205,0.0,0.7226622125543302,36.64854183020671,3.184805969466205,11.958969138754094,0.47746106361294416,Cuajado,0.5,57.73,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.67, ""horas_por_pulso"": 2.97, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.44}",0.002689537397291275,0,5.34,5.93,0.0,0.0,0.0,0.9
,206,20.28,39.09,0.94,27.94,0.0,0.397,0.0,0.0,5.899854140643099,3.5696133875772054,0.0,0.8376947751972401,36.4005834374276,3.5696133875772054,8.108242665923942,0.4190925451490485,Cuajado,0.246,40.53,POSPONER_DEUDA,null,1.4494538433823325,1,0.0,0.0,5.34,5.93,0.59,0.9
,207,19.07,38.75,1.58,27.69,0.0,0.3998,0.0,0.0,6.623660346236386,3.8263210209767853,0.0,0.7475382156694553,33.50535861505446,3.8263210209767853,9.793858288101541,0.5895307332061851,Cuajado,0.5,55.0,POSPONER_DEUDA,null,3.553930404919565,2,0.0,0.0,0.0,0.0,0.0,0.9
