Fecha,J,Tmin,Tmax,Uz,Rs,lluvia,fc,ETo,ETc,Pe,Ks,RAW,DND,De_end,RSWC,fase,prioridad,pct_dnd,decision,plan_pulsos,deuda_mm,dias_sin_riego,riego_neto_programado_mm,riego_bruto_programado_mm,riego_neto_aplicado_mm,riego_bruto_aplicado_mm,perdidas_sistema_mm,eficiencia_riego
,99,3.06,9.68,4.54,14.3,2.16,0.0386,2.007225239183832,0.9253184523537518,0.0,1.0,51.97109904326468,0.9253184523537518,1.3235920223074307,0.6479545454545456,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.6014569940299387,1,0.0,0.0,0.0,0.0,0.0,0.9
,100,2.85,7.61,4.1,4.46,16.46,0.04,0.8799742951831163,0.3163600838066689,10.095,1.0,56.48010281926754,-9.778639916193331,0.1970424650444759,0.6791397154076785,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.0,2,0.0,0.0,0.0,0.0,0.0,0.9
,101,2.18,7.48,7.81,6.06,0.78,0.0415,1.410193866916622,0.7514737186146593,0.0,1.0,54.35922453233351,0.7514737186146593,0.35637639455674425,0.9565045884161096,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.48845791709952857,3,0.0,0.0,0.0,0.0,0.0,0.9
,102,3.79,10.55,4.14,11.68,1.96,0.043,1.821827593935989,0.7903106765327819,0.0,1.0,52.71268962425605,0.7903106765327819,0.430133805975512,0.9566036380042532,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.0021598568458367,4,0.0,0.0,0.0,0.0,0.0,0.9
,103,3.06,13.02,1.81,22.09,0.0,0.0446,2.8523501154054456,1.2653080741979927,0.0,1.0,48.59059953837822,1.2653080741979927,1.107929183232946,0.9606650592662921,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.824610105074532,5,0.0,0.0,0.0,0.0,0.0,0.9
,104,0.7,17.64,2.46,26.92,0.0,0.0463,3.7974136409669303,1.8685499683193303,0.0,1.0,44.81034543613228,1.8685499683193303,2.040535101342205,0.9367241858501805,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.0391675844820965,6,0.0,0.0,0.0,0.0,0.0,0.9
,105,2.86,16.84,3.38,21.18,0.0,0.0481,3.189992191867044,1.4786826340353956,0.0,1.0,47.24003123253183,1.4786826340353956,2.808418330697358,0.9018960848464802,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.000311296605104,7,0.0,0.0,0.0,0.0,0.0,0.9
,106,6.13,14.9,4.58,18.41,3.33,0.0499,2.9525144319813044,1.4607731534750432,0.24750000000000005,1.0,48.18994227207478,1.2132731534750432,0.7257258995656667,0.8741045799565951,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.788938846363882,8,0.0,0.0,0.0,0.0,0.0,0.9
,107,4.2,20.72,1.46,26.56,0.0,0.0518,3.8814125643126163,1.7759232021755165,0.0,1.0,44.47434974274954,1.7759232021755165,1.655211382591596,0.9273966912297996,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.97, ""horas_por_pulso"": 3.3, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.1}",0.0032889277779668546,0,5.94,6.6,0.0,0.0,0.0,0.9
,108,7.88,22.54,3.13,26.88,0.0,0.0538,4.960984837362116,2.707998283911839,0.0,1.0,40.15606065055154,2.707998283911839,1.2603704545956538,0.8939627760823384,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.763487812320662,1,0.0,0.0,5.94,6.6,0.66,0.9
,109,6.0,19.86,4.06,26.1,0.0,0.0558,4.306633542509954,2.2436896627772875,0.0,1.0,42.77346582996019,2.2436896627772875,2.336070312032057,0.9776798671964477,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.221886093125899,2,0.0,0.0,0.0,0.0,0.0,0.9
,110,8.41,17.78,5.08,21.12,0.0,0.0578,3.5327472548576067,1.8004383111277134,0.0,1.0,45.86901098056958,1.8004383111277134,3.211321720274226,0.9361997358498108,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.392170995358913,3,0.0,0.0,0.0,0.0,0.0,0.9
,111,6.2,18.98,4.05,18.27,0.0,0.0599,3.314671607966686,1.5975726914000017,0.0,1.0,46.74131356813326,1.5975726914000017,4.01679251488086,0.9028212308511929,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.72, ""horas_por_pulso"": 3.02, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.53}",0.0,0,5.44,6.04,0.0,0.0,0.0,0.9
,112,9.69,21.6,4.13,19.84,0.59,0.062,4.0995708599444,2.1561405204931368,0.0,1.0,43.6017165602224,2.1561405204931368,1.025673670518486,0.8729813807169775,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.401491338320539,1,0.0,0.0,5.44,6.04,0.6,0.9
,113,10.15,22.07,3.16,17.21,0.0,0.0642,4.195805260852678,2.3017296080805036,0.0,1.0,43.216778956589295,2.3017296080805036,2.0906381021575666,0.9904304186346488,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.8976155835728665,2,0.0,0.0,0.0,0.0,0.0,0.9
,114,9.68,21.47,4.1,17.86,0.0,0.0664,4.389084526030808,2.399338187474601,0.0,1.0,42.44366189587677,2.399338187474601,3.202612873573238,0.9481745102948586,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.457185405431357,3,0.0,0.0,0.0,0.0,0.0,0.9
,115,7.14,22.47,2.98,23.36,0.0,0.0686,4.605826564033694,2.471178462881105,0.0,1.0,41.57669374386523,2.471178462881105,4.3610497312395236,0.9041124210440863,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 3.0, ""horas_por_pulso"": 3.33, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.17}",0.0,0,6.0,6.67,0.0,0.0,0.0,0.9
,116,7.94,23.07,2.11,25.77,0.0,0.0708,4.596091865535757,2.336494767704008,0.0,1.0,41.615632537856975,2.336494767704008,1.1337375519346322,0.8586295411272855,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.5187215990076053,1,0.0,0.0,6.0,6.67,0.67,0.9
,117,8.15,24.54,3.18,23.31,0.0,0.0731,4.883057428562136,2.686633940072628,0.0,1.0,40.467770285751456,2.686633940072628,2.3715560135052334,0.9990806234049953,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.2650336600548133,2,0.0,0.0,0.0,0.0,0.0,0.9
,118,4.33,21.53,3.02,26.47,0.0,0.0754,4.737519494936598,2.573109936788771,0.0,1.0,41.04992202025361,2.573109936788771,3.5661803207982468,0.9497988550720294,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.937555118967515,3,0.0,0.0,0.0,0.0,0.0,0.9
,119,5.66,13.16,6.12,20.36,0.2,0.0778,3.5579850538843703,2.105254690199185,0.0,1.0,45.76805978446252,2.105254690199185,4.291256434808183,0.9025292730936056,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 3.0, ""horas_por_pulso"": 3.33, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.17}",0.0,0,6.0,6.67,0.0,0.0,0.0,0.9
,120,0.71,13.23,3.28,16.92,0.0,0.0802,2.822636493575679,1.4620013691693745,0.0,1.0,48.70945402569728,1.4620013691693745,0.699014614005191,0.8687578798911334,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.9503008899600934,1,0.0,0.0,6.0,6.67,0.67,0.9
,121,-0.3,14.97,2.24,21.34,0.0,0.0828,3.243855613505548,1.6869561889046332,0.0,1.0,47.024577545977806,1.6869561889046332,1.502910498087004,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.046822412748105,2,0.0,0.0,0.0,0.0,0.0,0.9
