Fecha,J,Tmin,Tmax,Uz,Rs,lluvia,fc,ETo,ETc,Pe,Ks,RAW,DND,De_end,RSWC,fase,prioridad,pct_dnd,decision,plan_pulsos,deuda_mm,dias_sin_riego,riego_neto_programado_mm,riego_bruto_programado_mm,riego_neto_aplicado_mm,riego_bruto_aplicado_mm,perdidas_sistema_mm,eficiencia_riego
,99,3.52,18.3,2.78,24.28,0.0,0.0386,3.8327733289518426,1.9565064372925294,0.0,1.0,44.668906684192635,1.9565064372925294,3.955016957674226,0.6479545454545456,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.2717291842401441,1,0.0,0.0,0.0,0.0,0.0,0.9
,100,3.85,12.95,4.95,14.34,1.0,0.04,2.7393565416338026,1.4290517703934658,0.0,1.0,49.04257383346479,1.4290517703934658,3.642446725567747,0.6116526492274583,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.200612834995897,2,0.0,0.0,0.0,0.0,0.0,0.9
,101,1.84,8.67,6.54,11.55,0.2,0.0415,2.224679538724406,1.227305782899152,0.0,1.0,51.10128184510238,1.227305782899152,4.011622665781202,0.6077154198983548,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.998361593880346,3,0.0,0.0,0.0,0.0,0.0,0.9
,102,0.91,13.29,4.94,24.03,0.0,0.043,3.6436664498295652,2.074137990595436,0.0,1.0,45.425334200681746,2.074137990595436,4.954144895362524,0.5896739162441534,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.3465512877673795,4,0.0,0.0,0.0,0.0,0.0,0.9
,103,1.71,17.04,3.26,25.22,0.0,0.0446,4.032736241982318,2.141541172245423,0.0,0.9711754906311615,43.86905503207073,2.141541172245423,5.976735541240236,0.5517283257449619,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.87, ""horas_por_pulso"": 3.19, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.88}",0.0,0,5.74,6.38,0.0,0.0,0.0,0.9
,104,1.91,17.71,2.93,17.46,0.0,0.0463,3.3188234044780915,1.664979120268748,0.0,1.0,46.72470638208763,1.664979120268748,1.0571251937895536,0.5121685398061108,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.0822364281746863,1,0.0,0.0,5.74,6.38,0.64,0.9
,105,3.92,12.82,3.92,18.91,2.0,0.0481,3.110679374699331,1.6339564977609213,0.0,1.0,47.55728250120268,1.6339564977609213,0.780797733548506,0.739516620146857,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.1443081517192852,2,0.0,0.0,0.0,0.0,0.0,0.9
,106,4.72,13.09,4.04,15.7,2.2,0.0499,2.802836392486795,1.3992924739718469,0.0,1.0,48.78865443005282,1.3992924739718469,0.6910307086774343,0.7538301094652291,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.0538482598009855,3,0.0,0.0,0.0,0.0,0.0,0.9
,107,2.91,13.09,3.4,15.34,0.4,0.0518,2.7011049744414324,1.3394907468060395,0.0,1.0,49.195580102234274,1.3394907468060395,0.9551355130402752,0.7640502495188797,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.9245172452249113,4,0.0,0.0,0.0,0.0,0.0,0.9
,108,3.12,14.76,2.68,20.62,0.2,0.0538,3.1363538733385377,1.515257772278127,0.0,1.0,47.45458450664585,1.515257772278127,1.5191550647506786,0.7481175944987364,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.909434797205694,5,0.0,0.0,0.0,0.0,0.0,0.9
,109,3.52,14.62,1.83,13.86,1.6,0.0558,2.426615738076524,1.0997357916526855,0.0,1.0,50.2935370476939,1.0997357916526855,0.5786982444092236,0.724314852106078,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.81, ""horas_por_pulso"": 3.12, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.75}",0.00426306177994018,0,5.62,6.24,0.0,0.0,0.0,0.9
,110,1.84,17.83,3.02,23.52,0.0,0.0578,4.0084867498321755,2.222288265211063,0.0,1.0,43.9660530006713,2.222288265211063,1.0230164668978532,0.739586963418305,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.4487504341671313,1,0.0,0.0,5.62,6.24,0.62,0.9
,111,1.31,19.17,2.22,22.83,0.0,0.0599,3.765657624608625,1.9142659504683999,0.0,1.0,44.937369501565506,1.9142659504683999,1.9546328699630868,0.8515685761638739,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.693023301971591,2,0.0,0.0,0.0,0.0,0.0,0.9
,112,1.58,20.51,1.78,26.48,0.0,0.062,4.101344184352759,2.0955413728924093,0.0,1.0,43.59462326258897,2.0955413728924093,2.97049490687529,0.8160718723597864,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.055125194351657,3,0.0,0.0,0.0,0.0,0.0,0.9
,113,3.98,24.4,1.68,27.55,0.0,0.0642,4.719505131608672,2.6010124652006867,0.0,1.0,41.12197947356531,2.6010124652006867,4.170381691046898,0.7772443788766835,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.87, ""horas_por_pulso"": 3.19, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.88}",0.005783296732102983,0,5.74,6.38,0.0,0.0,0.0,0.9
,114,4.38,25.2,1.33,26.62,0.0,0.0664,4.504787726746756,2.452691151048064,0.0,1.0,41.98084909301298,2.452691151048064,1.1396386192954044,0.7295214999264134,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.6000325449133446,1,0.0,0.0,5.74,6.38,0.64,0.9
,115,6.94,21.46,2.92,20.57,0.0,0.0686,4.341563950153007,2.407085665993053,0.0,1.0,42.633744199387976,2.407085665993053,2.244558136187715,0.8745650105281838,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.164638227808829,2,0.0,0.0,0.0,0.0,0.0,0.9
