Fecha,J,Tmin,Tmax,Uz,Rs,lluvia,fc,ETo,ETc,Pe,Ks,RAW,DND,De_end,RSWC,fase,prioridad,pct_dnd,decision,plan_pulsos,deuda_mm,dias_sin_riego,riego_neto_programado_mm,riego_bruto_programado_mm,riego_neto_aplicado_mm,riego_bruto_aplicado_mm,perdidas_sistema_mm,eficiencia_riego
,98,4.94,17.32,3.35,23.19,0.0,0.0386,3.5690476641641693,1.7470109769354305,0.0,1.0,45.723809343343326,1.7470109769354305,3.876825424194151,0.6479545454545456,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.1355571350080298,1,0.0,0.0,0.0,0.0,0.0,0.9
,99,6.14,16.78,2.34,15.22,0.0,0.04,2.4792241436070768,0.9983146709607853,0.0,1.0,50.08310342557169,0.9983146709607853,4.449803962239176,0.615354204096096,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.7844616711325403,2,0.0,0.0,0.0,0.0,0.0,0.9
,100,5.47,17.85,4.16,21.82,0.0,0.0415,3.200546769315632,1.4365623613586394,0.0,1.0,47.19781292273748,1.4365623613586394,5.213800637956448,0.596170622430561,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.718227206015656,3,0.0,0.0,0.0,0.0,0.0,0.9
,101,6.47,16.25,5.65,22.07,0.0,0.043,3.112033788118627,1.5125454033556567,0.0,1.0,47.55186484752549,1.5125454033556567,5.975642673009555,0.5690321174937026,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.7013817181968327,4,0.0,0.0,0.0,0.0,0.0,0.9
,102,8.21,15.57,1.56,15.42,7.79,0.0446,2.4451371144279954,0.9818364274490857,3.5925000000000002,1.0,50.21945154228802,-2.6106635725509144,0.5638920492926143,0.5407862807510855,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.0907181456459183,1,0.0,0.0,0.0,0.0,0.0,0.9
,103,6.81,14.1,1.98,10.65,1.44,0.0463,1.8768112011882083,0.7151672872564533,0.0,1.0,52.49275519524716,0.7151672872564533,0.42620332416644263,0.7732181225926164,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.555576882362613,2,0.0,0.0,0.0,0.0,0.0,0.9
,104,7.68,17.38,1.36,16.51,0.2,0.0481,2.599414057362807,1.0100860812622579,0.0,1.0,49.60234377054877,1.0100860812622579,0.8194512261933433,0.7819122930262226,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.2121328351830805,3,0.0,0.0,0.0,0.0,0.0,0.9
,105,4.67,21.0,1.56,22.43,0.0,0.0499,3.5516481835658418,1.6215186123863823,0.0,1.0,45.79340726573663,1.6215186123863823,1.6698305425613849,0.7668983522517195,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.2661199332342292,4,0.0,0.0,0.0,0.0,0.0,0.9
,106,6.68,25.02,2.02,25.87,0.0,0.0518,4.733439127877228,2.569532978031543,0.0,1.0,41.0662434884911,2.569532978031543,2.870646417091244,0.7363581387979855,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.936316368954732,5,0.0,0.0,0.0,0.0,0.0,0.9
,107,4.2,23.28,1.19,26.64,0.0,0.0538,4.116731884706242,2.120915232701228,0.0,1.0,43.53307246117503,2.120915232701228,3.8954889249660094,0.6890937424205611,Floracion,0.194,65.0,POSPONER_OPERATIVO,null,6.0,6,0.0,0.0,0.0,0.0,0.0,0.9
,108,9.36,24.35,1.54,20.33,6.56,0.0558,3.799136632015446,1.8175523507064895,2.67,1.0,44.80345347193822,-0.8524476492935105,0.9219820421825585,0.6498216976227686,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.74, ""horas_por_pulso"": 3.05, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.6}",0.008531410423893604,0,5.48,6.09,0.0,0.0,0.0,0.9
,109,8.88,21.2,2.05,19.68,0.2,0.0578,3.5615166796978817,1.686030469327644,0.0,1.0,45.753933281208475,1.686030469327644,0.8608674805651517,0.7924123321491855,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.1044512154868622,1,0.0,0.0,5.48,6.09,0.61,0.9
,110,5.54,9.88,2.78,10.51,3.9,0.0599,1.818079394043788,0.746840270055149,0.6749999999999999,1.0,52.72768242382485,0.07184027005514904,0.42022641363627466,0.888302823097036,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.151147391022709,2,0.0,0.0,0.0,0.0,0.0,0.9
,111,5.07,15.45,3.32,24.32,0.0,0.062,3.6829184665215484,1.7980953780604076,0.0,1.0,45.26832613391381,1.7980953780604076,1.3185059914049784,0.918937092285721,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.319909386761974,3,0.0,0.0,0.0,0.0,0.0,0.9
,112,4.87,13.31,1.89,11.68,9.63,0.0642,1.9891338675178851,0.8010873344029962,4.9725,1.0,52.043464529928464,-4.171412665597004,0.456523374033837,0.8854157423738452,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,113,4.8,10.97,4.86,19.63,3.08,0.0664,2.662777039370623,1.328973971774411,0.06000000000000005,1.0,49.34889184251751,1.2689739717744108,0.6535046088298917,0.9688434172421871,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.8248330816533671,2,0.0,0.0,0.0,0.0,0.0,0.9
,114,5.47,16.71,2.66,27.71,0.0,0.0686,3.9755203527743075,1.9748109223733603,0.0,1.0,44.09791858890277,1.9748109223733603,1.627045108274482,0.9751317020624148,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.108460181196051,3,0.0,0.0,0.0,0.0,0.0,0.9
