Fecha,J,Tmin,Tmax,Uz,Rs,lluvia,fc,ETo,ETc,Pe,Ks,RAW,DND,De_end,RSWC,fase,prioridad,pct_dnd,decision,plan_pulsos,deuda_mm,dias_sin_riego,riego_neto_programado_mm,riego_bruto_programado_mm,riego_neto_aplicado_mm,riego_bruto_aplicado_mm,perdidas_sistema_mm,eficiencia_riego
,99,8.08,28.35,3.03,24.11,0.0,0.0386,5.704086872824759,3.2353367551767596,0.0,0.9551653732861635,37.183652508700966,3.2353367551767596,4.483062586934437,0.6479545454545456,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.1029688908648936,1,0.0,0.0,0.0,0.0,0.0,0.9
,100,8.68,26.74,2.66,25.11,0.0,0.04,5.093479172947361,2.6645748354649914,0.0,0.9402183319430553,39.62608330821056,2.6645748354649914,5.777013648886012,0.5886660287264236,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.834942533917138,2,0.0,0.0,0.0,0.0,0.0,0.9
,101,5.53,20.38,2.02,22.51,0.0,0.0415,3.733755526794313,1.792208664114538,0.0,0.984801431476808,45.064977892822746,1.792208664114538,6.68993930524199,0.5392778872029007,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.999878165591587,3,0.0,0.0,0.0,0.0,0.0,0.9
,102,7.81,23.53,1.87,25.44,0.0,0.043,4.412519413775559,2.145104335750605,0.0,0.9073340726127243,42.34992234489777,2.145104335750605,7.788048949637533,0.5057307212270081,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 3.0, ""horas_por_pulso"": 3.33, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.17}",0.0,0,6.0,6.67,0.0,0.0,0.0,0.9
,103,4.86,25.34,1.49,26.18,0.0,0.0446,4.405874316735185,2.307375473811433,0.0,1.0,42.37650273305926,2.307375473811433,2.8938237817602097,0.46553612726106636,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.4997940579774316,1,0.0,0.0,6.0,6.67,0.67,0.9
,104,5.86,26.21,2.56,25.87,0.0,0.0463,5.187236487639434,2.892202202508289,0.0,0.9852911684162667,39.25105404944226,2.892202202508289,4.228261451707838,0.6928821380868614,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.3797254896078197,2,0.0,0.0,0.0,0.0,0.0,0.9
,105,8.41,21.25,3.73,21.91,0.0,0.0481,4.34121759205511,2.281642185708929,0.0,0.9929979335354764,42.63512963177956,2.281642185708929,5.3195495289087855,0.639814865083644,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.862792910318624,3,0.0,0.0,0.0,0.0,0.0,0.9
,106,6.33,16.24,4.86,18.46,0.0,0.0499,3.3774530998372043,1.7212742675419725,0.0,1.0,46.49018760065118,1.7212742675419725,6.158101762826523,0.5976531864151857,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.99, ""horas_por_pulso"": 3.32, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 7.15}",0.0016211842209052918,0,5.98,6.64,0.0,0.0,0.0,0.9
,107,3.92,19.45,3.61,26.28,0.0,0.0518,4.374996519909508,2.349992102333399,0.0,1.0,42.50001392036197,2.349992102333399,1.2838248785515862,0.5657285524343393,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.5291160507376147,1,0.0,0.0,5.98,6.64,0.66,0.9
,108,4.86,19.05,4.67,24.24,0.6,0.0538,4.412001066658399,2.498608332065652,0.0,1.0,42.3519957333664,2.498608332065652,1.8197687345131799,0.7615930329550701,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.1532114665802884,2,0.0,0.0,0.0,0.0,0.0,0.9
,109,7.27,19.45,3.25,17.68,1.8,0.0558,3.5344519893630606,1.7721103059703904,0.0,1.0,45.86219204254776,1.7721103059703904,0.891047622334991,0.7293777873529065,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.305083165461042,3,0.0,0.0,0.0,0.0,0.0,0.9
,110,9.08,19.85,4.82,16.88,0.0,0.0578,3.6371123713992843,1.8902419656262888,0.0,1.0,45.45155051440287,1.8902419656262888,1.7982583388347946,0.7369489299634495,Floracion,0.194,65.0,POSPONER_LLUVIA,null,5.53374044311813,4,0.0,0.0,0.0,0.0,0.0,0.9
,111,6.99,13.23,4.51,6.56,22.0,0.0599,1.5723071119762249,0.6539233766685605,14.25,1.0,53.7107715520951,-13.59607662333144,0.36475966837363916,0.7019957079819399,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,112,3.92,14.42,1.93,15.98,13.0,0.062,2.445740490788159,1.0022746619881862,7.5,1.0,50.21703803684736,-6.497725338011814,0.5645601314341331,0.9673859265917479,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.0,2,0.0,0.0,0.0,0.0,0.0,0.9
,113,7.27,13.95,1.49,12.51,1.4,0.0642,2.0389220960632692,0.7402501317178535,0.0,1.0,51.84431161574693,0.7402501317178535,0.454468784725703,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.4811625856166048,3,0.0,0.0,0.0,0.0,0.0,0.9
,114,7.94,15.9,2.71,16.89,0.4,0.0664,2.7298847296895894,1.1303950829104514,0.0,1.0,49.080461081241644,1.1303950829104514,0.6857644637556173,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.2159193895083982,4,0.0,0.0,0.0,0.0,0.0,0.9
,115,7.47,16.18,1.47,8.94,4.6,0.0686,1.7845795326663478,0.6425205633042194,1.1999999999999997,1.0,52.86168186933461,-0.5574794366957804,0.3963552055990338,0.9874131776620902,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.88143172749093,5,0.0,0.0,0.0,0.0,0.0,0.9
,116,6.56,19.53,1.8,23.65,0.2,0.0708,3.7543049034405507,1.7337208920623395,0.0,1.0,44.9827803862378,1.7337208920623395,1.0933058523719428,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.008350307331451,6,0.0,0.0,0.0,0.0,0.0,0.9
,117,8.88,21.92,1.51,23.21,0.0,0.0731,3.963655000112791,1.923475433416352,0.0,1.0,44.14537999954884,1.923475433416352,2.05517804592625,0.9719411197706815,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.2586093390520796,7,0.0,0.0,0.0,0.0,0.0,0.9
,118,7.88,21.95,1.77,23.13,0.2,0.0754,3.9855118113017727,1.9366274335047142,0.0,1.0,44.057952754792915,1.9366274335047142,2.822167414022521,0.936074977289707,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.517417170830144,8,0.0,0.0,0.0,0.0,0.0,0.9
,119,9.75,15.3,3.4,11.67,1.0,0.0778,2.189483564338608,0.9099103031842922,0.0,1.0,51.24206574264557,0.9099103031842922,2.3273769371893014,0.904474847384086,Floracion,0.194,65.0,POSPONER_DEUDA,null,5.108858867899934,9,0.0,0.0,0.0,0.0,0.0,0.9
,120,9.61,14.77,1.45,8.24,1.0,0.0802,1.6344037485531877,0.5655150652842609,0.0,1.0,53.46238500578725,0.5655150652842609,1.6852914607866119,0.909621306328616,Floracion,0.194,65.0,POSPONER_LLUVIA,null,5.476443660334703,10,0.0,0.0,0.0,0.0,0.0,0.9
,121,7.54,26.98,2.66,16.86,4.82,0.0828,3.686374041772469,1.6203939976693251,1.3650000000000002,1.0,45.254503832910125,0.2553939976693249,0.8641125551963816,0.9209974060047498,Floracion,0.194,65.0,REGAR_PARCIAL_NO_CRITICO,"{""num_pulsos"": 1, ""mm_por_pulso"": 2.67, ""horas_por_pulso"": 2.97, ""descanso_entre_pulsos_h"": 0.0, ""horas_totales_aprox"": 2.97}",2.9724497588197645,0,2.67,2.97,0.0,0.0,0.0,0.9
,122,8.94,17.18,1.92,15.46,13.47,0.0854,2.607939535788875,1.034956775980352,7.852500000000001,1.0,49.5682418568445,-6.817543224019649,0.5923015162044465,0.9996366558155511,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,2.67,2.97,0.3,0.9
,123,9.28,20.05,2.86,19.22,0.0,0.0883,3.32221561627928,1.4428887081230402,0.0,1.0,46.71113753488289,1.4428887081230402,1.3669287943436692,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.9378776602799761,2,0.0,0.0,0.0,0.0,0.0,0.9
,124,6.53,21.46,1.76,22.87,0.0,0.0913,3.924315773432393,1.9347110569227806,0.0,1.0,44.30273690627043,1.9347110569227806,2.319547264061906,0.972685974982249,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.1954398472797836,3,0.0,0.0,0.0,0.0,0.0,0.9
,125,8.94,20.32,2.57,15.4,1.41,0.0944,2.9960962335850194,1.3112568048373805,0.0,1.0,48.01561506565992,1.3112568048373805,1.608584004835611,0.9367249632238815,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.0477567704240807,4,0.0,0.0,0.0,0.0,0.0,0.9
,126,10.62,17.64,5.85,19.39,0.0,0.0978,3.1408693502423426,1.532129685552779,0.0,1.0,47.43652259903063,1.532129685552779,2.3669387093045513,0.9436656881909149,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.043641066033387,5,0.0,0.0,0.0,0.0,0.0,0.9
,127,7.87,16.59,2.47,5.12,18.89,0.1012,1.3807692519930634,0.507038582910399,11.9175,1.0,54.47692299202775,-11.410461417089602,0.3053190492637972,0.9151570414980121,Floracion,0.194,65.0,POSPONER_DEUDA,null,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9
,128,6.42,21.98,0.69,28.21,0.12,0.1049,4.1937081698486605,1.8210348304805934,0.0,1.0,43.225167320605365,1.8210348304805934,1.1584482168508645,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.1836726398123858,2,0.0,0.0,0.0,0.0,0.0,0.9
,129,7.67,25.0,2.24,22.38,0.0,0.1086,4.6466841552934035,2.5857594672073163,0.0,1.0,41.413263378826386,2.5857594672073163,2.3302134939833268,0.9682623881520014,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.8644162934971416,3,0.0,0.0,0.0,0.0,0.0,0.9
,130,9.48,22.19,3.72,22.69,0.0,0.1125,4.119486814546795,2.010625937462843,0.0,1.0,43.52205274181282,2.010625937462843,3.321002801542499,0.9209818923517803,Floracion,0.194,65.0,POSPONER_DEUDA,null,4.1713231528479895,4,0.0,0.0,0.0,0.0,0.0,0.9
,131,8.61,24.87,1.9,23.01,0.0,0.1164,4.444842155227853,2.323567548898386,0.0,1.0,42.220631379088594,2.323567548898386,4.414579110438971,0.8836037275295792,Floracion,0.194,65.0,REGAR_COMPLETO,"{""num_pulsos"": 2, ""mm_por_pulso"": 2.84, ""horas_por_pulso"": 3.16, ""descanso_entre_pulsos_h"": 0.5, ""horas_totales_aprox"": 6.81}",0.00164205963194064,0,5.68,6.31,0.0,0.0,0.0,0.9
,132,9.48,25.2,1.89,20.85,0.0,0.1205,4.215528354635772,2.1387336303468776,0.0,1.0,43.13788658145691,2.1387336303468776,1.0251789197148677,0.8408042518995695,Floracion,0.194,65.0,POSPONER_DEUDA,null,1.391818919357411,1,0.0,0.0,5.68,6.31,0.63,0.9
,133,8.41,23.47,1.59,17.6,0.2,0.1246,3.5910427975718675,1.762556129881167,0.0,1.0,45.63582880971253,1.762556129881167,1.6876158121185432,1.0,Floracion,0.194,65.0,POSPONER_DEUDA,null,2.5374804037801697,2,0.0,0.0,0.0,0.0,0.0,0.9
,134,10.22,34.96,1.76,23.27,4.22,0.1288,5.485699216668024,2.8652405918077855,0.9149999999999998,1.0,38.0572031333279,1.9502405918077856,1.3447194308055122,0.9717806220713489,Floracion,0.194,65.0,POSPONER_DEUDA,null,3.8051367884552305,3,0.0,0.0,0.0,0.0,0.0,0.9
